action	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41
11	1.0	0.5	1.0	0.10596	0.05	0.01	0.43333333333333335	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.006666666666666667	-0.08504	-0.06999999999999999	0.01	0.43333333333333335	-0.1	-0.15000000000000002	0.0	-0.1	0.0	0.0	0.0	0.0	0.006666666666666667	-0.08504	-0.06999999999999999	0.01	0.43333333333333335	-0.1	-0.15000000000000002	0.0	-0.1	0.0	0.0	0.0	0.0	0.006666666666666667
0	1.0	0.52	1.0	0.2002	0.15	0.19	0.5	0.3	0.21666666666666667	0.0	0.15	0.2	0.3025	1.0	0.0	0.5366666666666666	0.09423999999999999	0.10999999999999999	0.19	0.5	0.19999999999999998	0.15000000000000002	0.0	0.11249999999999999	0.2	0.0	0.0	0.0	0.5366666666666666	0.09423999999999999	0.10999999999999999	0.19	0.5	0.19999999999999998	0.15000000000000002	0.0	0.11249999999999999	0.2	0.0	0.0	0.0	0.5366666666666666
0	1.0	0.52	1.0	0.2022	0.17	0.15	0.5	0.3	0.21666666666666667	0.0	0.1625	0.2	0.3025	1.0	0.0	0.5233333333333333	0.09623999999999999	0.13	0.15	0.5	0.19999999999999998	0.15000000000000002	0.0	0.125	0.2	0.0	0.0	0.0	0.5233333333333333	0.09623999999999999	0.13	0.15	0.5	0.19999999999999998	0.15000000000000002	0.0	0.125	0.2	0.0	0.0	0.0	0.5233333333333333
0	1.0	0.52	1.0	0.204	0.18	0.15	0.5	0.3	0.21666666666666667	0.0	0.175	0.2	0.3025	1.0	0.0	0.52	0.09803999999999999	0.13999999999999999	0.15	0.5	0.19999999999999998	0.15000000000000002	0.0	0.13749999999999998	0.2	0.0	0.0	0.0	0.52	0.09803999999999999	0.13999999999999999	0.15	0.5	0.19999999999999998	0.15000000000000002	0.0	0.13749999999999998	0.2	0.0	0.0	0.0	0.52
20	1.0	0.52	1.0	0.2044	0.18	0.1	0.5	0.3	0.21666666666666667	0.0	0.175	0.2	0.3025	1.0	0.0	0.48333333333333334	0.09844	0.13999999999999999	0.1	0.5	0.19999999999999998	0.15000000000000002	0.0	0.13749999999999998	0.2	0.0	0.0	0.0	0.48333333333333334	0.09844	0.13999999999999999	0.1	0.5	0.19999999999999998	0.15000000000000002	0.0	0.13749999999999998	0.2	0.0	0.0	0.0	0.48333333333333334
20	1.0	0.52	1.0	0.2044	0.18	0.1	0.5	0.3	0.21666666666666667	0.0	0.175	0.2	0.3025	1.0	0.0	0.43	0.09844	0.13999999999999999	0.1	0.5	0.19999999999999998	0.15000000000000002	0.0	0.13749999999999998	0.2	0.0	0.0	0.0	0.43	0.09844	0.13999999999999999	0.1	0.5	0.19999999999999998	0.15000000000000002	0.0	0.13749999999999998	0.2	0.0	0.0	0.0	0.43
8	1.0	0.52	1.0	0.2044	0.18	0.1	0.5	0.3	0.21666666666666667	0.0	0.175	0.2	0.3025	1.0	0.0	0.4066666666666667	0.09844	0.13999999999999999	0.1	0.5	0.19999999999999998	0.15000000000000002	0.0	0.13749999999999998	0.2	0.0	0.0	0.0	0.4066666666666667	0.09844	0.13999999999999999	0.1	0.5	0.19999999999999998	0.15000000000000002	0.0	0.13749999999999998	0.2	0.0	0.0	0.0	0.4066666666666667
10	1.0	0.52	1.0	0.10596	0.05	0.06	0.43333333333333335	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.14	-0.09844	-0.09999999999999999	0.06	0.43333333333333335	-0.19999999999999998	-0.15000000000000002	0.0	-0.13749999999999998	0.0	0.0	0.0	0.0	0.14	-0.09844	-0.09999999999999999	0.06	0.43333333333333335	-0.19999999999999998	-0.15000000000000002	0.0	-0.13749999999999998	0.0	0.0	0.0	0.0	0.14
20	1.0	0.52	1.0	0.11396	0.05	0.0	0.4666666666666667	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.08666666666666667	-0.09043999999999999	-0.09999999999999999	0.0	0.4666666666666667	-0.19999999999999998	-0.15000000000000002	0.0	-0.13749999999999998	0.0	0.0	0.0	0.0	0.08666666666666667	-0.09043999999999999	-0.09999999999999999	0.0	0.4666666666666667	-0.19999999999999998	-0.15000000000000002	0.0	-0.13749999999999998	0.0	0.0	0.0	0.0	0.08666666666666667
20	1.0	0.52	1.0	0.11396	0.05	0.0	0.4666666666666667	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.04666666666666667	-0.09043999999999999	-0.09999999999999999	0.0	0.4666666666666667	-0.19999999999999998	-0.15000000000000002	0.0	-0.13749999999999998	0.0	0.0	0.0	0.0	0.04666666666666667	-0.09043999999999999	-0.09999999999999999	0.0	0.4666666666666667	-0.19999999999999998	-0.15000000000000002	0.0	-0.13749999999999998	0.0	0.0	0.0	0.0	0.04666666666666667
9	1.0	0.52	1.0	0.11396	0.05	0.0	0.4666666666666667	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.0033333333333333335	-0.09043999999999999	-0.09999999999999999	0.0	0.4666666666666667	-0.19999999999999998	-0.15000000000000002	0.0	-0.13749999999999998	0.0	0.0	0.0	0.0	0.0033333333333333335	-0.09043999999999999	-0.09999999999999999	0.0	0.4666666666666667	-0.19999999999999998	-0.15000000000000002	0.0	-0.13749999999999998	0.0	0.0	0.0	0.0	0.0033333333333333335
5	1.0	0.54	1.0	0.2086	0.18	0.06	0.5	0.3	0.21666666666666667	0.0	0.175	0.2	0.3025	1.0	0.0	0.006666666666666667	0.09464	0.13999999999999999	0.06	0.5	0.19999999999999998	0.15000000000000002	0.0	0.13749999999999998	0.2	0.0	0.0	0.0	0.006666666666666667	0.09464	0.13999999999999999	0.06	0.5	0.19999999999999998	0.15000000000000002	0.0	0.13749999999999998	0.2	0.0	0.0	0.0	0.006666666666666667
20	1.0	0.54	1.0	0.2096	0.19	0.06	0.5	0.3	0.23333333333333334	0.0	0.1875	0.2	0.3025	1.0	0.0	0.4266666666666667	0.09564	0.15	0.06	0.5	0.19999999999999998	0.16666666666666669	0.0	0.15	0.2	0.0	0.0	0.0	0.4266666666666667	0.09564	0.15	0.06	0.5	0.19999999999999998	0.16666666666666669	0.0	0.15	0.2	0.0	0.0	0.0	0.4266666666666667
20	1.0	0.54	1.0	0.2096	0.19	0.06	0.5	0.3	0.23333333333333334	0.0	0.1875	0.2	0.3025	1.0	0.0	0.4266666666666667	0.09564	0.15	0.06	0.5	0.19999999999999998	0.16666666666666669	0.0	0.15	0.2	0.0	0.0	0.0	0.4266666666666667	0.09564	0.15	0.06	0.5	0.19999999999999998	0.16666666666666669	0.0	0.15	0.2	0.0	0.0	0.0	0.4266666666666667
20	1.0	0.54	1.0	0.2096	0.19	0.04	0.5	0.3	0.23333333333333334	0.0	0.1875	0.2	0.3025	1.0	0.0	0.3466666666666667	0.09564	0.15	0.04	0.5	0.19999999999999998	0.16666666666666669	0.0	0.15	0.2	0.0	0.0	0.0	0.3466666666666667	0.09564	0.15	0.04	0.5	0.19999999999999998	0.16666666666666669	0.0	0.15	0.2	0.0	0.0	0.0	0.3466666666666667
20	1.0	0.54	1.0	0.2096	0.19	0.02	0.5	0.3	0.23333333333333334	0.0	0.1875	0.2	0.3025	1.0	0.0	0.30666666666666664	0.09564	0.15	0.02	0.5	0.19999999999999998	0.16666666666666669	0.0	0.15	0.2	0.0	0.0	0.0	0.30666666666666664	0.09564	0.15	0.02	0.5	0.19999999999999998	0.16666666666666669	0.0	0.15	0.2	0.0	0.0	0.0	0.30666666666666664
20	1.0	0.54	1.0	0.11396	0.05	0.05	0.4666666666666667	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.08666666666666667	-0.09564	-0.11	0.05	0.4666666666666667	-0.19999999999999998	-0.16666666666666669	0.0	-0.15	0.0	0.0	0.0	0.0	0.08666666666666667	-0.09564	-0.11	0.05	0.4666666666666667	-0.19999999999999998	-0.16666666666666669	0.0	-0.15	0.0	0.0	0.0	0.0	0.08666666666666667
20	1.0	0.54	1.0	0.11396	0.05	0.05	0.4666666666666667	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.04666666666666667	-0.09564	-0.11	0.05	0.4666666666666667	-0.19999999999999998	-0.16666666666666669	0.0	-0.15	0.0	0.0	0.0	0.0	0.04666666666666667	-0.09564	-0.11	0.05	0.4666666666666667	-0.19999999999999998	-0.16666666666666669	0.0	-0.15	0.0	0.0	0.0	0.0	0.04666666666666667
20	1.0	0.56	1.0	0.2168	0.19	0.0	0.5	0.3	0.25	0.0	0.1875	0.2	0.3025	1.0	0.0	0.20666666666666667	0.10268	0.15	0.0	0.5	0.19999999999999998	0.18333333333333335	0.0	0.15	0.2	0.0	0.0	0.0	0.20666666666666667	0.10268	0.15	0.0	0.5	0.19999999999999998	0.18333333333333335	0.0	0.15	0.2	0.0	0.0	0.0	0.20666666666666667
20	1.0	0.56	1.0	0.2168	0.19	0.0	0.5	0.3	0.25	0.0	0.1875	0.2	0.3025	1.0	0.0	0.15666666666666668	0.10268	0.15	0.0	0.5	0.19999999999999998	0.18333333333333335	0.0	0.15	0.2	0.0	0.0	0.0	0.15666666666666668	0.10268	0.15	0.0	0.5	0.19999999999999998	0.18333333333333335	0.0	0.15	0.2	0.0	0.0	0.0	0.15666666666666668
20	1.0	0.56	1.0	0.2168	0.19	0.0	0.5	0.3	0.25	0.0	0.1875	0.2	0.3025	1.0	0.0	0.09333333333333334	0.10268	0.15	0.0	0.5	0.19999999999999998	0.18333333333333335	0.0	0.15	0.2	0.0	0.0	0.0	0.09333333333333334	0.10268	0.15	0.0	0.5	0.19999999999999998	0.18333333333333335	0.0	0.15	0.2	0.0	0.0	0.0	0.09333333333333334
20	1.0	0.56	1.0	0.2168	0.19	0.0	0.5	0.3	0.25	0.0	0.1875	0.2	0.3025	1.0	0.0	0.08333333333333333	0.10268	0.15	0.0	0.5	0.19999999999999998	0.18333333333333335	0.0	0.15	0.2	0.0	0.0	0.0	0.08333333333333333	0.10268	0.15	0.0	0.5	0.19999999999999998	0.18333333333333335	0.0	0.15	0.2	0.0	0.0	0.0	0.08333333333333333
5	1.0	0.56	1.0	0.12572	0.06	0.02	0.4666666666666667	0.2	0.06666666666666667	0.0	0.05	0.0	0.3025	1.0	0.0	0.006666666666666667	-0.09108	-0.1	0.02	0.4666666666666667	-0.09999999999999998	-0.18333333333333335	0.0	-0.1375	0.0	0.0	0.0	0.0	0.006666666666666667	-0.09108	-0.1	0.02	0.4666666666666667	-0.09999999999999998	-0.18333333333333335	0.0	-0.1375	0.0	0.0	0.0	0.0	0.006666666666666667
20	1.0	0.56	1.0	0.12752	0.08	0.0	0.4666666666666667	0.2	0.06666666666666667	0.0	0.0625	0.0	0.3025	1.0	0.0	0.08666666666666667	-0.08928	-0.08	0.0	0.4666666666666667	-0.09999999999999998	-0.18333333333333335	0.0	-0.125	0.0	0.0	0.0	0.0	0.08666666666666667	-0.08928	-0.08	0.0	0.4666666666666667	-0.09999999999999998	-0.18333333333333335	0.0	-0.125	0.0	0.0	0.0	0.0	0.08666666666666667
20	1.0	0.56	1.0	0.12752	0.08	0.02	0.4666666666666667	0.2	0.06666666666666667	0.0	0.0625	0.0	0.3025	1.0	0.0	0.043333333333333335	-0.08928	-0.08	0.02	0.4666666666666667	-0.09999999999999998	-0.18333333333333335	0.0	-0.125	0.0	0.0	0.0	0.0	0.043333333333333335	-0.08928	-0.08	0.02	0.4666666666666667	-0.09999999999999998	-0.18333333333333335	0.0	-0.125	0.0	0.0	0.0	0.0	0.043333333333333335
7	1.0	0.56	1.0	0.12752	0.08	0.02	0.4666666666666667	0.2	0.06666666666666667	0.0	0.0625	0.0	0.3025	1.0	0.0	0.023333333333333334	-0.08928	-0.08	0.02	0.4666666666666667	-0.09999999999999998	-0.18333333333333335	0.0	-0.125	0.0	0.0	0.0	0.0	0.023333333333333334	-0.08928	-0.08	0.02	0.4666666666666667	-0.09999999999999998	-0.18333333333333335	0.0	-0.125	0.0	0.0	0.0	0.0	0.023333333333333334
20	1.0	0.58	1.0	0.2168	0.19	0.19	0.5	0.3	0.25	0.0	0.1875	0.2	0.3025	1.0	0.0	0.47333333333333333	0.08887999999999999	0.13	0.19	0.5	0.09999999999999998	0.16666666666666669	0.0	0.125	0.2	0.0	0.0	0.0	0.47333333333333333	0.08887999999999999	0.13	0.19	0.5	0.09999999999999998	0.16666666666666669	0.0	0.125	0.2	0.0	0.0	0.0	0.47333333333333333
20	1.0	0.58	1.0	0.2168	0.19	0.19	0.5	0.3	0.25	0.0	0.1875	0.2	0.3025	1.0	0.0	0.44	0.08887999999999999	0.13	0.19	0.5	0.09999999999999998	0.16666666666666669	0.0	0.125	0.2	0.0	0.0	0.0	0.44	0.08887999999999999	0.13	0.19	0.5	0.09999999999999998	0.16666666666666669	0.0	0.125	0.2	0.0	0.0	0.0	0.44
23	1.0	0.58	1.0	0.2168	0.19	0.19	0.5	0.3	0.25	0.0	0.1875	0.2	0.3025	1.0	0.0	0.38	0.08887999999999999	0.13	0.19	0.5	0.09999999999999998	0.16666666666666669	0.0	0.125	0.2	0.0	0.0	0.0	0.38	0.08887999999999999	0.13	0.19	0.5	0.09999999999999998	0.16666666666666669	0.0	0.125	0.2	0.0	0.0	0.0	0.38
7	1.0	0.58	1.0	0.2168	0.19	0.12	0.5	0.3	0.25	0.0	0.1875	0.2	0.3025	1.0	0.0	0.3433333333333333	0.08887999999999999	0.13	0.12	0.5	0.09999999999999998	0.16666666666666669	0.0	0.125	0.2	0.0	0.0	0.0	0.3433333333333333	0.08887999999999999	0.13	0.12	0.5	0.09999999999999998	0.16666666666666669	0.0	0.125	0.2	0.0	0.0	0.0	0.3433333333333333
20	1.0	0.58	1.0	0.13592	0.08	0.0	0.5	0.2	0.08333333333333333	0.0	0.0625	0.0	0.3025	1.0	0.0	0.11666666666666667	-0.08187999999999998	-0.08	0.0	0.5	-0.09999999999999998	-0.18333333333333335	0.0	-0.125	0.0	0.0	0.0	0.0	0.11666666666666667	-0.08187999999999998	-0.08	0.0	0.5	-0.09999999999999998	-0.18333333333333335	0.0	-0.125	0.0	0.0	0.0	0.0	0.11666666666666667
20	1.0	0.58	1.0	0.13592	0.08	0.0	0.5	0.2	0.08333333333333333	0.0	0.0625	0.0	0.3025	1.0	0.0	0.09	-0.08187999999999998	-0.08	0.0	0.5	-0.09999999999999998	-0.18333333333333335	0.0	-0.125	0.0	0.0	0.0	0.0	0.09	-0.08187999999999998	-0.08	0.0	0.5	-0.09999999999999998	-0.18333333333333335	0.0	-0.125	0.0	0.0	0.0	0.0	0.09
20	1.0	0.58	1.0	0.13592	0.08	0.0	0.5	0.2	0.08333333333333333	0.0	0.0625	0.0	0.3025	1.0	0.0	0.06333333333333334	-0.08187999999999998	-0.08	0.0	0.5	-0.09999999999999998	-0.18333333333333335	0.0	-0.125	0.0	0.0	0.0	0.0	0.06333333333333334	-0.08187999999999998	-0.08	0.0	0.5	-0.09999999999999998	-0.18333333333333335	0.0	-0.125	0.0	0.0	0.0	0.0	0.06333333333333334
20	1.0	0.58	1.0	0.13592	0.08	0.02	0.5	0.2	0.08333333333333333	0.0	0.0625	0.0	0.3025	1.0	0.0	0.18	-0.08187999999999998	-0.08	0.02	0.5	-0.09999999999999998	-0.18333333333333335	0.0	-0.125	0.0	0.0	0.0	0.0	0.18	-0.08187999999999998	-0.08	0.02	0.5	-0.09999999999999998	-0.18333333333333335	0.0	-0.125	0.0	0.0	0.0	0.0	0.18
7	1.0	0.58	1.0	0.13592	0.08	0.02	0.5	0.2	0.08333333333333333	0.0	0.0625	0.0	0.3025	1.0	0.0	0.14333333333333334	-0.08187999999999998	-0.08	0.02	0.5	-0.09999999999999998	-0.18333333333333335	0.0	-0.125	0.0	0.0	0.0	0.0	0.14333333333333334	-0.08187999999999998	-0.08	0.02	0.5	-0.09999999999999998	-0.18333333333333335	0.0	-0.125	0.0	0.0	0.0	0.0	0.14333333333333334
8	1.0	0.6	1.0	0.224	0.19	0.06	0.5	0.3	0.26666666666666666	0.0	0.1875	0.2	0.3025	1.0	0.0	0.48	0.08768000000000001	0.13	0.06	0.5	0.09999999999999998	0.16666666666666666	0.0	0.125	0.2	0.0	0.0	0.0	0.48	0.08768000000000001	0.13	0.06	0.5	0.09999999999999998	0.16666666666666666	0.0	0.125	0.2	0.0	0.0	0.0	0.48
8	1.0	0.6	1.0	0.224	0.19	0.04	0.5	0.3	0.26666666666666666	0.0	0.1875	0.2	0.3025	1.0	0.0	0.4666666666666667	0.08768000000000001	0.13	0.04	0.5	0.09999999999999998	0.16666666666666666	0.0	0.125	0.2	0.0	0.0	0.0	0.4666666666666667	0.08768000000000001	0.13	0.04	0.5	0.09999999999999998	0.16666666666666666	0.0	0.125	0.2	0.0	0.0	0.0	0.4666666666666667
20	1.0	0.6	1.0	0.224	0.19	0.02	0.5	0.3	0.26666666666666666	0.0	0.1875	0.2	0.3025	1.0	0.0	0.4166666666666667	0.08768000000000001	0.13	0.02	0.5	0.09999999999999998	0.16666666666666666	0.0	0.125	0.2	0.0	0.0	0.0	0.4166666666666667	0.08768000000000001	0.13	0.02	0.5	0.09999999999999998	0.16666666666666666	0.0	0.125	0.2	0.0	0.0	0.0	0.4166666666666667
20	1.0	0.6	1.0	0.224	0.19	0.02	0.5	0.3	0.26666666666666666	0.0	0.1875	0.2	0.3025	1.0	0.0	0.39666666666666667	0.08768000000000001	0.13	0.02	0.5	0.09999999999999998	0.16666666666666666	0.0	0.125	0.2	0.0	0.0	0.0	0.39666666666666667	0.08768000000000001	0.13	0.02	0.5	0.09999999999999998	0.16666666666666666	0.0	0.125	0.2	0.0	0.0	0.0	0.39666666666666667
20	1.0	0.6	1.0	0.224	0.19	0.02	0.5	0.3	0.26666666666666666	0.0	0.1875	0.2	0.3025	1.0	0.0	0.37666666666666665	0.08768000000000001	0.13	0.02	0.5	0.09999999999999998	0.16666666666666666	0.0	0.125	0.2	0.0	0.0	0.0	0.37666666666666665	0.08768000000000001	0.13	0.02	0.5	0.09999999999999998	0.16666666666666666	0.0	0.125	0.2	0.0	0.0	0.0	0.37666666666666665
20	1.0	0.6	1.0	0.224	0.19	0.02	0.5	0.3	0.26666666666666666	0.0	0.1875	0.2	0.3025	1.0	0.0	0.35	0.08768000000000001	0.13	0.02	0.5	0.09999999999999998	0.16666666666666666	0.0	0.125	0.2	0.0	0.0	0.0	0.35	0.08768000000000001	0.13	0.02	0.5	0.09999999999999998	0.16666666666666666	0.0	0.125	0.2	0.0	0.0	0.0	0.35
20	1.0	0.6	1.0	0.224	0.19	0.02	0.5	0.3	0.26666666666666666	0.0	0.1875	0.2	0.3025	1.0	0.0	0.3333333333333333	0.08768000000000001	0.13	0.02	0.5	0.09999999999999998	0.16666666666666666	0.0	0.125	0.2	0.0	0.0	0.0	0.3333333333333333	0.08768000000000001	0.13	0.02	0.5	0.09999999999999998	0.16666666666666666	0.0	0.125	0.2	0.0	0.0	0.0	0.3333333333333333
10	1.0	0.6	1.0	0.13632	0.08	0.08	0.5	0.2	0.1	0.0	0.0625	0.0	0.3025	1.0	0.0	0.27666666666666667	-0.08768000000000001	-0.08	0.08	0.5	-0.09999999999999998	-0.16666666666666666	0.0	-0.125	0.0	0.0	0.0	0.0	0.27666666666666667	-0.08768000000000001	-0.08	0.08	0.5	-0.09999999999999998	-0.16666666666666666	0.0	-0.125	0.0	0.0	0.0	0.0	0.27666666666666667
20	1.0	0.6	1.0	0.14432	0.08	0.0	0.5333333333333333	0.2	0.1	0.0	0.0625	0.0	0.3025	1.0	0.0	0.1	-0.07968	-0.08	0.0	0.5333333333333333	-0.09999999999999998	-0.16666666666666666	0.0	-0.125	0.0	0.0	0.0	0.0	0.1	-0.07968	-0.08	0.0	0.5333333333333333	-0.09999999999999998	-0.16666666666666666	0.0	-0.125	0.0	0.0	0.0	0.0	0.1
20	1.0	0.6	1.0	0.14432	0.08	0.0	0.5333333333333333	0.2	0.1	0.0	0.0625	0.0	0.3025	1.0	0.0	0.07	-0.07968	-0.08	0.0	0.5333333333333333	-0.09999999999999998	-0.16666666666666666	0.0	-0.125	0.0	0.0	0.0	0.0	0.07	-0.07968	-0.08	0.0	0.5333333333333333	-0.09999999999999998	-0.16666666666666666	0.0	-0.125	0.0	0.0	0.0	0.0	0.07
20	1.0	0.6	1.0	0.14432	0.08	0.0	0.5333333333333333	0.2	0.1	0.0	0.0625	0.0	0.3025	1.0	0.0	0.04666666666666667	-0.07968	-0.08	0.0	0.5333333333333333	-0.09999999999999998	-0.16666666666666666	0.0	-0.125	0.0	0.0	0.0	0.0	0.04666666666666667	-0.07968	-0.08	0.0	0.5333333333333333	-0.09999999999999998	-0.16666666666666666	0.0	-0.125	0.0	0.0	0.0	0.0	0.04666666666666667
9	1.0	0.6	1.0	0.14432	0.08	0.0	0.5333333333333333	0.2	0.1	0.0	0.0625	0.0	0.3025	1.0	0.0	0.0033333333333333335	-0.07968	-0.08	0.0	0.5333333333333333	-0.09999999999999998	-0.16666666666666666	0.0	-0.125	0.0	0.0	0.0	0.0	0.0033333333333333335	-0.07968	-0.08	0.0	0.5333333333333333	-0.09999999999999998	-0.16666666666666666	0.0	-0.125	0.0	0.0	0.0	0.0	0.0033333333333333335
13	1.0	0.62	1.0	0.2322	0.19	0.01	0.5	0.3	0.26666666666666666	0.0	0.1875	0.2	0.3025	1.0	0.0	0.2833333333333333	0.08787999999999999	0.13	0.01	0.5	0.09999999999999998	0.16666666666666666	0.0	0.125	0.2	0.0	0.0	0.0	0.2833333333333333	0.08787999999999999	0.13	0.01	0.5	0.09999999999999998	0.16666666666666666	0.0	0.125	0.2	0.0	0.0	0.0	0.2833333333333333
20	1.0	0.62	1.0	0.2322	0.19	0.01	0.5	0.3	0.26666666666666666	0.0	0.1875	0.2	0.3025	1.0	0.0	0.28	0.08787999999999999	0.13	0.01	0.5	0.09999999999999998	0.16666666666666666	0.0	0.125	0.2	0.0	0.0	0.0	0.28	0.08787999999999999	0.13	0.01	0.5	0.09999999999999998	0.16666666666666666	0.0	0.125	0.2	0.0	0.0	0.0	0.28
20	1.0	0.62	1.0	0.2322	0.19	0.01	0.5	0.3	0.26666666666666666	0.0	0.1875	0.2	0.3025	1.0	0.0	0.25666666666666665	0.08787999999999999	0.13	0.01	0.5	0.09999999999999998	0.16666666666666666	0.0	0.125	0.2	0.0	0.0	0.0	0.25666666666666665	0.08787999999999999	0.13	0.01	0.5	0.09999999999999998	0.16666666666666666	0.0	0.125	0.2	0.0	0.0	0.0	0.25666666666666665
20	1.0	0.62	1.0	0.2322	0.19	0.01	0.5	0.3	0.26666666666666666	0.0	0.1875	0.2	0.3025	1.0	0.0	0.21	0.08787999999999999	0.13	0.01	0.5	0.09999999999999998	0.16666666666666666	0.0	0.125	0.2	0.0	0.0	0.0	0.21	0.08787999999999999	0.13	0.01	0.5	0.09999999999999998	0.16666666666666666	0.0	0.125	0.2	0.0	0.0	0.0	0.21
0	1.0	0.62	1.0	0.14432	0.08	0.08	0.5333333333333333	0.2	0.1	0.0	0.0625	0.0	0.3025	1.0	0.0	0.34	-0.08787999999999999	-0.08	0.08	0.5333333333333333	-0.09999999999999998	-0.16666666666666666	0.0	-0.125	0.0	0.0	0.0	0.0	0.34	-0.08787999999999999	-0.08	0.08	0.5333333333333333	-0.09999999999999998	-0.16666666666666666	0.0	-0.125	0.0	0.0	0.0	0.0	0.34
5	1.0	0.62	1.0	0.16092	0.08	0.08	0.5333333333333333	0.2	0.1	0.0	0.0625	0.0	0.3025	1.0	0.0	0.006666666666666667	-0.07127999999999998	-0.08	0.08	0.5333333333333333	-0.09999999999999998	-0.16666666666666666	0.0	-0.125	0.0	0.0	0.0	0.0	0.006666666666666667	-0.07127999999999998	-0.08	0.08	0.5333333333333333	-0.09999999999999998	-0.16666666666666666	0.0	-0.125	0.0	0.0	0.0	0.0	0.006666666666666667
10	1.0	0.62	1.0	0.17532	0.09	0.13	0.5333333333333333	0.2	0.1	0.0	0.075	0.0	0.3025	1.0	0.0	0.4033333333333333	-0.056879999999999986	-0.07	0.13	0.5333333333333333	-0.09999999999999998	-0.16666666666666666	0.0	-0.1125	0.0	0.0	0.0	0.0	0.4033333333333333	-0.056879999999999986	-0.07	0.13	0.5333333333333333	-0.09999999999999998	-0.16666666666666666	0.0	-0.1125	0.0	0.0	0.0	0.0	0.4033333333333333
6	1.0	0.62	1.0	0.18732	0.09	0.03	0.5666666666666667	0.2	0.1	0.0	0.075	0.0	0.3025	1.0	0.0	0.32	-0.04488	-0.07	0.03	0.5666666666666667	-0.09999999999999998	-0.16666666666666666	0.0	-0.1125	0.0	0.0	0.0	0.0	0.32	-0.04488	-0.07	0.03	0.5666666666666667	-0.09999999999999998	-0.16666666666666666	0.0	-0.1125	0.0	0.0	0.0	0.0	0.32
20	1.0	0.62	1.0	0.18752	0.09	0.01	0.5666666666666667	0.2	0.1	0.0	0.075	0.0	0.3025	1.0	0.0	0.15666666666666668	-0.04468	-0.07	0.01	0.5666666666666667	-0.09999999999999998	-0.16666666666666666	0.0	-0.1125	0.0	0.0	0.0	0.0	0.15666666666666668	-0.04468	-0.07	0.01	0.5666666666666667	-0.09999999999999998	-0.16666666666666666	0.0	-0.1125	0.0	0.0	0.0	0.0	0.15666666666666668
20	1.0	0.62	1.0	0.18752	0.09	0.01	0.5666666666666667	0.2	0.1	0.0	0.075	0.0	0.3025	1.0	0.0	0.12666666666666668	-0.04468	-0.07	0.01	0.5666666666666667	-0.09999999999999998	-0.16666666666666666	0.0	-0.1125	0.0	0.0	0.0	0.0	0.12666666666666668	-0.04468	-0.07	0.01	0.5666666666666667	-0.09999999999999998	-0.16666666666666666	0.0	-0.1125	0.0	0.0	0.0	0.0	0.12666666666666668
20	1.0	0.62	1.0	0.18752	0.09	0.01	0.5666666666666667	0.2	0.1	0.0	0.075	0.0	0.3025	1.0	0.0	0.09333333333333334	-0.04468	-0.07	0.01	0.5666666666666667	-0.09999999999999998	-0.16666666666666666	0.0	-0.1125	0.0	0.0	0.0	0.0	0.09333333333333334	-0.04468	-0.07	0.01	0.5666666666666667	-0.09999999999999998	-0.16666666666666666	0.0	-0.1125	0.0	0.0	0.0	0.0	0.09333333333333334
9	1.0	0.62	1.0	0.18752	0.09	0.01	0.5666666666666667	0.2	0.1	0.0	0.075	0.0	0.3025	1.0	0.0	0.07333333333333333	-0.04468	-0.07	0.01	0.5666666666666667	-0.09999999999999998	-0.16666666666666666	0.0	-0.1125	0.0	0.0	0.0	0.0	0.07333333333333333	-0.04468	-0.07	0.01	0.5666666666666667	-0.09999999999999998	-0.16666666666666666	0.0	-0.1125	0.0	0.0	0.0	0.0	0.07333333333333333
13	1.0	0.64	1.0	0.2322	0.19	0.2	0.5	0.3	0.26666666666666666	0.0	0.1875	0.2	0.3025	1.0	0.0	0.5766666666666667	0.04468	0.12	0.2	0.5	0.09999999999999998	0.16666666666666666	0.0	0.1125	0.2	0.0	0.0	0.0	0.5766666666666667	0.04468	0.12	0.2	0.5	0.09999999999999998	0.16666666666666666	0.0	0.1125	0.2	0.0	0.0	0.0	0.5766666666666667
20	1.0	0.64	1.0	0.2364	0.19	0.0	0.5	0.3	0.26666666666666666	0.0	0.1875	0.2	0.3025	1.0	0.0	0.21	0.04888000000000001	0.12	0.0	0.5	0.09999999999999998	0.16666666666666666	0.0	0.1125	0.2	0.0	0.0	0.0	0.21	0.04888000000000001	0.12	0.0	0.5	0.09999999999999998	0.16666666666666666	0.0	0.1125	0.2	0.0	0.0	0.0	0.21
